used_time,height,weight,consumption,sleeping_time,character,gift_language,gift_sport,gift_music,gift_logic,gender
79.37943593570083,171.27866237084118,120.0,1553.1619661308403,7.531619661308403,0.0,8.405141016074792,7.873521354766389,8.405141016074792,8.936760677383194,1.0
88.00027296580586,169.99990901139805,120.0,1500.0,7.0,0.0,7.857103862027733,7.142805149370311,7.142805149370311,6.428506436712889,1.0
71.12240470241113,173.95689150133953,120.83448679892838,1604.3108498660479,6.8956891501339515,0.0,8.748269801607425,8.956891501339522,8.53964810187533,9.374134900803712,1.0
64.06131914565667,175.9577158058225,125.10781763105334,1563.8477203881666,7.3192386019408335,0.3192386019408334,8.403806990295832,9.361522796118333,8.403806990295832,9.361522796118333,1.0
96.4695798281786,171.08840336197022,125.86739495704464,1988.9495797537209,6.51105042024628,0.0,6.088403361970233,7.066302521477675,4.13260504295535,6.088403361970233,1.0
86.90140564836312,173.14647924688492,129.26760376557542,1963.380188278771,7.0,0.926760376557542,6.292958493769833,6.292958493769833,6.292958493769833,6.292958493769833,1.0
74.17935514329838,175.13103946036648,121.96559190549729,1565.5197301832432,7.131039460366487,0.13103946036648628,9.606881618900541,9.606881618900541,9.606881618900541,9.606881618900541,1.0
124.98516227653782,168.1340351710233,123.92340847370096,1205.7443644724274,7.980852118425242,0.0,7.057443644724275,7.057443644724275,7.057443644724275,7.057443644724275,1.0
65.90621168390481,177.6601706185357,137.734470790238,1943.3617697559494,7.44336176975595,0.0,5.566382302440505,3.7929352234167064,2.9062116839048073,8.226552920976202,1.0
73.0,177.77080313980673,138.47202093204479,1038.19947669888,7.92360104660224,0.0,4.45839372038656,5.3819947669888,6.30559581359104,7.22919686019328,1.0
56.158815456221724,177.52617768156674,136.84118454377827,2342.0592271889136,7.0,0.0,4.105585409677604,4.105585409677604,4.947644636866518,7.473822318433259,1.0
54.598934316595226,175.8364120765184,135.05541737733117,1500.0,6.163587923481601,0.0,6.6543516939264045,6.6543516939264045,6.6543516939264045,6.6543516939264045,1.0
40.56680355176695,180.12103101814208,142.19113441194892,2353.5051696903433,7.0,0.8535051696903434,9.146494830309656,9.146494830309656,6.585979321238627,9.146494830309656,1.0
297.3976075700056,176.57472005312286,135.74720053122846,1263.791992031573,7.787360026561423,0.0,6.063199867192884,6.063199867192884,6.063199867192884,6.850559893754308,1.0
64.10083966650788,170.95492712113995,128.0901457577201,1904.5072878860053,7.0,0.0,5.9549271211399475,7.572956272683967,6.763941696911957,6.763941696911957,1.0
65.36845622458227,171.18422811229112,127.63154377541773,2644.731566312659,7.0,0.0,8.473691244916456,9.236845622458228,6.1842281122911364,7.710536867374682,1.0
70.92493674694236,172.92493674694236,124.15012650611527,1292.4936746942362,7.415012650611528,0.0,8.754962048165417,8.754962048165417,7.924936746942361,7.509924096330834,1.0
78.21610812739777,179.34675677283147,142.6031352187237,2804.027031849444,7.869351354566296,0.8693513545662962,10.0,8.261297290867407,6.522594581734815,8.261297290867407,1.0
152.53622510777856,177.31658908080908,137.76051628620297,1808.8785441078778,7.0,0.0,6.9112145589212215,6.9112145589212215,8.455607279460612,7.683410919190917,1.0
54.76270848255635,177.5329571552005,135.19774293120304,1753.2957155200506,7.506591431040102,0.5065914310401013,10.0,8.986817137919797,10.0,8.986817137919797,1.0
67.64514111126934,174.23502015875275,136.8295565074392,1882.4899206236184,7.0,0.7649798412472371,9.235020158752764,5.410120952516578,8.470040317505525,9.235020158752764,1.0
61.57720717425272,172.1443017935632,139.03798804291213,1214.430179356318,6.048100597854393,0.9518994021456064,10.0,9.048100597854393,10.0,10.0,1.0
54.45172106632415,169.09827488473948,131.803450230521,2343.103587894357,7.8431035878943565,0.8431035878943568,7.47068923631693,7.47068923631693,2.4120677089507887,6.627585648422572,1.0
65.5422431081774,176.92458242369617,129.62291211848077,1500.0,7.240572802962019,0.0,10.0,10.0,10.0,10.0,1.0
70.04957883367234,174.6721754259636,124.26171946247328,1549.1736861054608,7.163912287018203,0.16391228701820282,9.672175425963594,9.016526277890783,9.672175425963594,10.0,1.0
72.39180954069585,175.60819045930415,124.86552367443329,1439.1809540695838,7.121638091860833,0.0,9.513447632556671,9.513447632556671,9.513447632556671,9.513447632556671,1.0
66.57176792210875,168.57176792210876,138.36637736540354,857.1767922108754,7.0,0.0,1.7351301855683985,1.7351301855683985,1.7351301855683985,1.7351301855683985,1.0
59.16186667512835,173.74198787955712,132.58012120442876,1709.6686867404794,7.0,0.4193373734809589,8.741987879557124,8.322650506076165,8.322650506076165,9.161325253038083,1.0
89.72939695676396,174.01591782607272,136.72939695676396,1352.3876739109064,7.492041086963646,0.0,8.523876739109062,8.031835652145416,6.063671304290833,8.031835652145416,1.0
84.23625292991406,172.7527494140172,149.96334114643747,1500.0,7.0,0.7490835286609365,7.003665885356254,7.003665885356254,7.003665885356254,8.501832942678128,1.0
68.22255039050582,181.82492801356312,166.40951049222917,1090.504319186213,7.682492801356312,0.6824928013563116,7.270028794574753,7.952521595931065,6.587535993218442,7.952521595931065,1.0
66.02959062165755,173.19285682783715,130.3265324123592,1629.08165515449,7.0,0.25816331030897954,9.74183668969102,9.225510069073062,9.48367337938204,9.48367337938204,1.0
70.09251241080221,177.90748758919779,178.14975178395588,2953.7437945988972,7.969162529732598,0.969162529732598,6.123349881069608,8.061674940534804,6.123349881069608,9.030837470267402,1.0
79.0,158.0,98.0,2000.0,7.0,1.0,7.0,2.0,5.0,6.0,0.0
84.12423845848069,158.0,98.0,2000.0,7.222792976455682,1.0,7.222792976455682,2.8911719058227283,6.1139648822784105,6.445585952911364,0.0
70.25799870832378,157.43599991666605,97.43599991666605,1774.3999666664201,7.0,0.7179999583330252,6.717999958333025,3.128000166667899,5.56400008333395,6.56400008333395,0.0
90.08918944066366,159.4785585920885,100.95711718417697,2000.0,7.369639648022122,0.26072070395575697,6.260720703955757,4.217837888132729,7.217837888132729,4.521441407911514,0.0
79.34108036677847,158.19100500539594,98.27286429342278,1997.2713570657722,7.0,0.9863567853288611,7.013643214671139,2.0682160733556945,5.040929644013417,6.0,0.0
80.96586122018125,159.47439591513594,100.45732652522658,2000.0,6.877133673738672,1.0,7.737197957567972,2.9829306100906288,5.737197957567972,6.982930610090628,0.0
73.3989293915525,162.35638825101472,105.46809414459668,1875.531764256722,7.0,0.3776588212836105,7.0,5.7340470722983365,5.62234117871639,7.244682357432779,0.0
83.70373748111165,157.54479959860208,98.30346693426527,1924.1332664336833,7.0,0.8482665328673663,6.544799598602099,2.0,4.696533065734733,5.393066131469465,0.0
79.0,158.87524874918705,99.9255472482115,2043.7624374593522,7.087524874918705,1.0,7.1750497498374095,2.525149249512227,4.737425375243886,6.087524874918705,0.0
97.01731513074967,160.1745035502629,103.59158055781886,2000.0,7.0,0.6893566356767298,6.378713271353459,2.931930092969811,5.0,6.31064336432327,0.0
105.19221305684843,161.3436867732147,108.03106031964407,1609.9032097916192,8.11456225773823,0.4427188711308846,6.442718871130884,5.343686773214692,3.885437742261769,5.442718871130885,0.0
51.787771046368434,168.88489158145262,122.87975218617743,1222.5077441819553,7.0,0.2225077441819553,5.445015488363911,4.332476767454134,3.445015488363911,5.222507744181955,0.0
108.22082753408907,158.0,107.22762974760708,1615.5154271830386,6.231030854366077,0.2310308543660773,7.0,6.613814873803536,5.0,6.768969145633923,0.0
79.38138595232145,158.2427001514773,98.76277190464289,1982.66427489448,7.0,1.0,6.9653285497889605,2.173357251055201,5.06934290042208,6.0,0.0
90.35601933518464,159.26177992613162,111.87957918744789,3892.6698891974397,7.0,1.0,6.369110036934186,2.0,8.154449815329066,8.523559852263253,0.0
80.04428337185449,158.0,100.61070842963623,1906.0144965330953,7.10442833718545,0.8955716628145504,6.89557166281455,2.2088566743708995,4.89557166281455,6.2088566743708995,0.0
102.0,158.0,98.0,2000.0,8.0,1.0,8.0,6.0,10.0,8.0,0.0
99.80501999841701,157.9187044443858,97.91870444438581,1967.481777754326,7.959352222192908,0.9593522221929076,7.918704444385815,6.0,9.878056666578722,8.0,0.0
98.29507670415848,158.9262308239604,99.85246164792076,2000.0,7.768442294009905,0.53688458801981,7.07376917603962,5.53688458801981,9.073769176039619,6.1475383520792395,0.0
103.96956811658717,171.7869768161102,117.6956811658717,1803.043188341283,7.0152159417064155,0.015215941706415048,8.0,6.984784058293585,8.030431883412831,6.03043188341283,0.0
88.97558935375403,163.20976425849838,106.68294043083066,2000.0,6.697558935375403,1.0,9.73658808616613,6.0,8.26341191383387,9.73658808616613,0.0
94.13971388031817,159.7194375886804,100.9476072948807,1950.8732117519885,7.754366058759943,0.7543660587599426,7.754366058759943,6.491267882480114,9.017464235039771,8.0,0.0
108.28204022600337,155.64423491524872,99.57051005650085,1607.372485874789,7.214744971749578,0.21474497174957796,4.858979886998312,2.858979886998312,4.5032148022470455,3.2884698304974678,0.0
90.20443731513699,163.12850551515783,109.28271213334723,2256.4252757578915,8.0,1.0,8.512850551515783,7.025701103031567,5.897195587873733,7.4871494484842165,0.0
127.07533287307355,163.0150665746147,110.89588547758068,2000.0,7.283561917912184,0.28356191791218455,5.8506857537365535,5.283561917912184,6.417809589560923,7.283561917912184,0.0
113.1135952514309,160.77839881285772,106.33519643857318,1675.8534718332653,8.463066468809622,0.5369335311903792,7.073867062380758,6.926132937619242,6.758534718332655,6.610800593571138,0.0
76.2026848892693,164.22693813017636,112.23300144040314,1555.218704987402,7.555218704987402,0.5552187049874019,6.665656114962205,5.555218704987402,6.8865309349118125,6.665656114962205,0.0
112.24639851435666,158.0,106.19711881148532,1658.4533828547778,6.633813531419111,0.3169067657095558,7.316906765709556,7.366186468580889,6.584533828547778,7.316906765709556,0.0
91.64071593643021,164.04291570374906,116.99202078321127,1568.3631640179256,7.136726328035851,1.0,6.2734526560717025,6.86327367196415,7.410178984107553,6.2734526560717025,0.0
98.9603855239597,159.21584579041613,111.37430369457735,3823.768685624183,7.392077104791939,1.0,6.784154209583878,3.5683084191677557,10.0,9.215845790416122,0.0
98.20698821338071,158.0,105.29425343580631,1737.4068763109726,8.0,0.7082298625677474,7.4164597251354945,5.416459725135495,8.249379175406485,8.0,0.0
44.0,167.0,110.0,1600.0,10.0,0.0,10.0,10.0,5.0,5.0,1.0
47.706304710929636,169.31644044433102,113.24301662206344,1461.0135733401387,9.305067866700693,0.23164404443310216,9.768355955566898,9.768355955566898,4.305067866700694,5.926576177732409,1.0
56.84557495363457,172.40866313837245,118.11299470755867,1194.350264622066,7.633709876962053,0.0,3.2391710770344364,7.295668430813775,5.676082892296557,5.0,1.0
79.41721003130084,171.6777447211152,118.01899095048321,1533.1750754126401,7.327003016505596,0.0,7.995252262379198,7.995252262379198,1.6587537706319966,5.0,1.0
44.858822535058835,167.85882253505883,111.40534596645992,1670.2672983229957,9.843850448171121,0.0,9.765775672256682,9.609626120427803,4.921925224085561,4.765775672256682,1.0
46.43500215442704,168.62333476961803,112.84083584683155,1681.1667384809016,9.391249461393238,0.0,9.391249461393238,9.391249461393238,6.014584231011268,5.405833692404507,1.0
48.405479184907236,167.3789659513899,110.66319041493227,1592.8943884114399,9.881573140190666,0.0,9.8578877682288,9.905258512152532,5.0,5.189482975694935,1.0
42.35293606729127,171.39217048722327,118.23531966354363,1819.6085243611635,9.450978689097091,0.0,8.901957378194183,9.450978689097091,5.5490213109029085,7.196085243611636,1.0
46.66334815331882,180.31674076659408,133.08235066209642,1511.2217282227061,7.336651846681184,0.0,6.448869128908244,6.448869128908244,4.1122172822270615,5.8877827177729385,1.0
72.07451164703873,180.6118844349279,133.8207977611238,1770.1485554365986,7.87314305704252,0.8507427771829922,8.298514445634016,6.597028891268032,2.4477716684510233,6.701485554365984,1.0
47.30333496186854,168.10111165395617,113.67037217985394,1746.8148871941576,8.531851128058426,0.36703721798539357,10.0,8.531851128058426,5.0,6.101111653956181,1.0
50.62530508192557,169.4844894057221,118.28163135240696,2345.3468217166264,8.343673729518608,0.0,8.343673729518608,8.343673729518608,6.656326270481392,7.484489405722088,1.0
49.24266905710786,168.7475563523693,118.73778176184642,1512.6221823815358,6.50488729526143,0.0,5.631109119076787,5.631109119076787,5.0,5.0,1.0
48.02165344634602,167.09808910844745,110.98089108447464,1600.0,9.803821783105072,0.0,9.70573267465761,9.607643566210145,5.1961782168949275,5.294267325342392,1.0
60.4468313768176,167.32893662753634,113.28936627536352,1567.106337246365,9.013190117390945,0.0,9.013190117390945,8.684253489854592,5.328936627536352,5.0,1.0
46.00915303133448,167.30137295470016,111.40640712193414,1640.1830606266894,9.648398219516466,0.0,9.397254090599656,9.49771174216638,4.799084696866552,5.200915303133447,1.0
44.90745150021253,176.98196650233783,133.59373900552575,1690.745150021253,8.185096999574942,0.9074515002125287,5.462742498937357,8.185096999574942,5.0,7.722354500637586,1.0
92.11491861657913,170.63131461257203,124.52525845028805,1963.131461257201,6.822599713999491,0.0,6.368685387427991,7.2765140405709925,4.092171346856998,5.907828653143003,1.0
75.59083447527391,171.30784106481008,124.35947021603359,1887.1894043206719,7.8460794675949606,0.7179735108016797,7.128105956793281,7.128105956793281,5.717973510801679,5.717973510801679,1.0
52.19856321423352,168.94176497179217,115.39379158831152,1686.3006654129845,9.568496672935078,0.215751663532461,9.352745009402618,9.352745009402618,5.431503327064922,5.431503327064922,1.0
74.13529827324618,167.36750363747862,115.14505092470057,1452.9985450085553,9.264992725042775,0.0,8.897489087564164,8.897489087564164,5.735007274957224,5.735007274957224,1.0
58.83928857998276,174.7729606847529,131.19898368568965,1882.6531158091952,8.23341802619253,0.0,6.466836052385059,5.053570473339082,2.8801016314310353,7.119898368568965,1.0
52.96071625767446,170.39889237360066,119.26970647345634,1414.6058705308733,9.382019568436245,0.0,8.146058705308732,8.455048921090611,5.308990215781878,5.6179804315637565,1.0
48.207145188109635,172.14206634102288,124.02381729369878,2020.714518810963,8.597618270630123,0.0,6.727775964803621,6.727775964803621,4.5325394235433745,5.934921152913251,1.0
45.35566233551328,168.74299443137423,115.42264934205312,1580.633395206953,9.225335808278126,0.0,9.225335808278126,9.225335808278126,5.193666047930469,5.193666047930469,1.0
37.69959212989886,176.80063446460179,135.20163148040456,2230.040787010114,7.89986404329962,0.7000453189001266,9.299954681099873,9.299954681099873,5.700045318900127,7.800181275600506,1.0
284.73243468097934,174.66663804716495,132.99991414149486,1293.3344781134022,8.46667239056701,0.0,6.166680976417527,6.166680976417527,5.0,5.766663804716495,1.0
54.27002077625781,168.7116701293763,121.41113419584201,1828.2226839168402,8.288329870623699,0.0,7.147216451039497,8.288329870623699,5.5705567097921005,5.5705567097921005,1.0
60.38934215325082,169.58779086630275,127.25193910868508,2807.635737607955,7.412209133697239,0.0,8.274806089131493,9.137403044565746,5.0,6.725193910868508,1.0
52.795134380392184,168.09939179754903,117.32927865032681,1380.1216404901952,9.267072134967318,0.0,8.900608202450977,8.900608202450977,5.0,4.633536067483659,1.0
69.31252132565199,176.40179363524214,136.0357362206706,2612.5008530260793,8.553570209962743,0.723214895018628,10.0,8.553570209962743,5.723214895018628,7.169644685055884,1.0
114.23782841788048,172.8531523681567,127.55945710447013,1759.6314282224557,8.403685717775442,0.0,7.871580957033924,7.871580957033924,6.596314282224556,6.064209521483037,1.0
39.23325680150822,175.8525230829133,137.23853256281018,1872.3853256281018,8.638073371859491,0.6809633140702547,10.0,8.638073371859491,8.404816570351272,7.042889942210764,1.0
59.827641868038505,172.03606786710316,133.02202453532874,1887.775306691609,7.841685199812931,0.719438266729023,9.280561733270977,5.683370399625861,7.158314800187069,7.8777530669160925,1.0
57.18821210557765,170.87888591340518,133.27331548043114,1289.6891269275848,6.896891269275848,0.775777182681038,10.0,9.224222817318962,8.87888591340519,8.87888591340519,1.0
47.24650020357889,167.46378574336842,121.13085784084188,2017.407169031571,9.072428513263176,0.46378574336841216,8.608642769894763,8.608642769894763,3.1448570265263514,5.463785743368412,1.0
42.781412994248534,176.74869604601173,140.4646751437867,1539.0706497124265,8.781412994248532,0.0,10.0,10.0,8.04646751437867,8.04646751437867,1.0
44.988786503111236,167.53933809260613,113.23602855563678,1617.9779364202043,9.820220635797956,0.08988968210102166,9.820220635797956,9.46066190739387,5.269669046303065,5.449448410505108,1.0
58.13833920502032,174.658267069386,139.45487334379231,1246.541519874492,8.821805066248306,0.0,7.6436101324966135,7.6436101324966135,5.589097466875847,5.589097466875847,1.0
62.012882785612234,167.818767399346,134.5630219803803,944.9860805231915,7.543697801961968,0.0,2.6310934058859043,2.6310934058859043,1.7249304026159575,1.7249304026159575,1.0
40.18279761451321,171.77150298185848,148.17202385486783,1981.7202385486785,7.137098210884912,0.9543005963716958,7.137098210884912,6.182797614513216,5.954300596371696,7.862901789115088,1.0
99.05707882338322,172.24353131651267,148.45256298775968,1250.431245565821,8.252156227829104,0.0,7.378234341743656,6.504312455658209,2.3782343417436564,5.873921886085448,1.0
65.38552256436245,169.43017301867758,134.30173018677553,1551.3965396264489,8.54189618879347,0.48603460373551033,8.055861585057958,8.055861585057958,5.48603460373551,6.458103811206531,1.0
62.71422485779818,182.3116385200167,176.350433586739,1004.5473908882398,8.298706831109257,0.8506465844453719,6.597413662218512,7.448060246663885,5.0,6.701293168890745,1.0
45.1673581586962,167.5836790793481,139.18395396740522,1833.4716317392417,8.248962761955688,0.5836790793481044,9.416320920651895,8.248962761955688,6.751037238044313,6.751037238044313,1.0
63.066593622050306,175.06663576317513,161.33313667475082,2626.6627334950163,8.533338952149975,0.7333305239250117,7.066677904299953,8.533338952149975,5.733330523925011,7.9333220957000465,1.0
48.0,156.0,96.0,1200.0,7.0,0.0,6.0,6.0,7.0,8.0,0.0
60.55550549536374,157.09178308655336,97.63767462983004,1418.3566173106738,7.136472885819171,0.0,6.0,5.7270542283616575,7.2729457716383425,6.908216913446632,0.0
93.20178128224697,168.91479465207055,113.75784264659703,1684.3047994526462,7.0,0.0,7.61434933150882,6.80717466575441,7.80717466575441,6.38565066849118,0.0
64.01617896072506,159.28537004322567,100.92805506483847,1528.5370043225653,6.7946643722983975,0.4106712554032066,7.642685021612827,6.0,7.410671255403207,8.821342510806414,0.0
66.69310807778194,163.6471805772744,107.89561423131579,1709.8120384849622,7.0,0.0,6.849686730808271,7.69937346161654,6.15031326919173,8.0,0.0
89.63261612053333,155.3285061916043,98.6859752335828,1401.4481425187096,7.0,0.0,4.657012383208603,3.3140247664172047,4.314024766417205,3.971037149625807,0.0
67.79721142173106,163.66343667937974,111.32687335875954,2030.2056402661415,7.638619723281647,0.6386197232816473,7.915859169844942,7.277239446563295,3.8069013835917636,7.361380276718353,0.0
110.8374189116324,162.354345732637,110.12076829474886,1764.830731789954,7.0,0.0,5.293961585262557,5.293961585262557,5.587923170525114,7.293961585262557,0.0
77.5003726394027,159.02567924506695,103.56419811266736,1237.8209905633369,7.756419811266737,0.0,6.0,6.756419811266736,5.4871603774665285,6.865370283099896,0.0
46.294670715224534,162.8213171391019,110.49529892059148,1114.7335357612267,7.0,0.0,5.5736676788061335,5.5736676788061335,5.294670715224532,6.7210030364183995,0.0
85.75646714244347,157.09439035195487,103.66073246368418,1364.1585527932325,6.452804824022559,0.0,6.547195175977441,7.094390351954884,5.905609648045117,7.452804824022558,0.0
64.63330891289462,159.56428048133455,105.5047479502255,1318.8093493778188,7.0,0.3960311645927289,6.0,6.3960311645927295,7.0,7.207937670814542,0.0
58.977241988686046,156.8961013868315,101.37660832098908,2051.296317489938,7.0,0.22402534670787833,6.0,5.103898613168488,7.672076040123635,8.448050693415757,0.0
66.63016908075352,156.9087887356465,108.26864793122792,1154.5605632176744,7.454394367823257,0.0,6.0,5.091211264353488,5.636816896530231,8.0,0.0
60.0,177.0,124.0,1000.0,7.0,1.0,9.0,9.0,2.0,9.0,1.0
60.337030131550456,176.77531324563304,123.77531324563303,1000.0,6.943828311408257,0.8876566228165147,7.988909605348632,8.662969868449544,2.449373508733941,8.550626491266058,1.0
92.9566366710594,174.3278402699141,122.21856017994274,1445.359955014316,6.109280089971367,0.10928008997136773,7.218560179942735,7.218560179942735,0.21856017994273547,5.437120359885471,1.0
55.91538532925705,177.81692293414858,127.26769173659437,2225.3844012228865,7.816922934148591,0.18307706585140915,7.366154131702817,5.732308263405637,3.6338458682971817,3.281539460959864,1.0
59.25055516315217,176.62527758157609,124.0,1187.361209211957,7.0,0.8126387907880429,8.625277581576086,8.625277581576086,3.4988896736956567,8.625277581576086,1.0
90.87840075043144,176.1979636168719,124.0,1180.45818620382,7.200509095782023,0.5989818084359554,8.197963616871911,8.598981808435955,3.2030545746921337,9.0,1.0
49.61753448784214,175.90710889345706,124.54644555327147,1546.4455532714662,8.092891106542933,0.45355444672853373,8.453554446728534,9.0,4.185782213085865,9.0,1.0
54.404625397359176,179.15206715486187,129.16496117166844,1215.2067154861854,7.0,0.5695865690276292,7.708759707082888,7.708759707082888,2.8608268619447417,7.708759707082888,1.0
74.75466988367721,182.2075305471802,136.1509046100871,1694.3374062906921,7.433960878931682,1.0,8.132078242136634,6.396234726409904,2.0,7.26415648427327,1.0
55.182414182441285,172.18241418244128,121.24709381853788,1688.2265453655307,6.311773454634469,1.0,9.68822654536553,6.935320363903408,4.064679636096592,8.31177345463447,1.0
59.70994412860272,176.7462011125274,123.85497206430136,1054.3854758869895,7.03625698392466,0.9637430160753403,8.963743016075341,8.963743016075341,2.1812849196232986,8.963743016075341,1.0
50.287129580346964,169.2297036642776,120.1148518321388,1485.6435209826518,6.0287129580346965,0.028712958034696756,5.114851832138787,5.114851832138787,4.9138611258959095,5.114851832138787,1.0
71.64713593168227,172.80703106459438,122.13645825093083,1279.5312623603745,7.465885437267291,0.5341145627327093,8.068229125465418,7.602343688198127,4.329427186336453,8.534114562732709,1.0
69.89929385750149,174.379598684779,122.83537719323512,1145.57785084561,7.0,0.7088442983087796,8.417688596617559,8.126532894926338,3.1646228067648816,7.835377193235118,1.0
61.626226963803994,174.154102813343,124.0,1406.5567409509981,6.796721629524502,0.5934432590490019,6.967216295245009,7.373773036196007,2.4065567409509985,8.186886518098003,1.0
58.22073796747057,177.11861746883528,125.42340962602356,1083.032228184707,7.1186174688352954,1.0,8.525530124658818,8.881382531164704,2.355852406505887,8.881382531164704,1.0
87.78119184262762,172.49494186335767,125.50168604554743,1750.84302277372,6.62457848861314,0.24915697722628027,6.7474709316788415,7.498313954452561,3.5016860455474395,6.7474709316788415,1.0
61.216942349468184,176.82615109293312,124.26077336060033,1043.462226766721,7.0,1.0,8.869613319699837,8.869613319699837,2.1738489070668834,8.869613319699837,1.0
62.7210675896728,176.87631510956035,125.3605337948364,1123.6848904396727,7.123684890439673,1.0,8.752630219120654,8.752630219120654,2.618424452198364,8.752630219120654,1.0
80.85601459643993,174.15599800957636,124.0,1063.2000442316362,7.3160002211581805,0.6839997788418192,8.367999557683639,8.367999557683639,3.5800011057909042,8.367999557683639,1.0
64.3327284931597,177.86654569863194,137.86473117811104,1866.5456986319411,7.43327284931597,0.1334543013680588,5.533817205472236,3.800725808208353,2.0,8.133454301368058,1.0
62.154308403053655,177.16571603100414,126.65145649606603,1000.0,7.165716031004127,0.8342839689958729,8.171419844979365,8.337135875983492,2.6628641240165085,8.668567937991746,1.0
56.676585457931985,177.4747735060097,131.59637609615544,1712.1602590145749,7.0,0.5252264939902834,6.1513589639417,6.1513589639417,2.9495470120194334,8.050452987980567,1.0
51.95522476231426,176.10613608470157,136.5140948141778,1446.9319576492078,6.106136084701585,0.10613608470158442,6.318408254104754,6.318408254104754,5.575455661193663,6.318408254104754,1.0
49.7415382642609,178.64135387771825,133.0274463274504,1615.507704144346,7.0,1.0,9.0,9.0,3.641353877718257,9.0,1.0
235.03939108214186,177.0,133.39808811179284,1117.4761013974107,7.587380506987053,0.41261949301294676,6.650477972051787,6.650477972051787,3.7621415209611597,7.23785847903884,1.0
61.283833620640934,172.50658232775675,127.8515008619228,1641.916810320465,7.0,0.358083189679535,6.43233275871814,7.71616637935907,4.5676672412818595,7.074249569038605,1.0
60.72402792127418,175.31060151702692,125.44805584254836,1482.6852808494505,7.0,0.7586573595752748,8.758657359575274,9.0,2.7240279212741756,8.51731471915055,1.0
66.94202690797273,170.92572645552386,129.20652018097954,1000.0,7.8677533634965915,0.13224663650340862,7.264493273006817,7.264493273006817,4.603260090489774,4.6612331825170426,1.0
74.23079358975029,179.24696740890795,140.47776099865825,2497.978272605294,7.748989136302647,1.0,9.748989136302647,8.251010863697353,4.995956545210588,8.251010863697353,1.0
139.05496727290904,177.68150833855955,136.94865843263165,1613.3575047036045,7.0,0.3184916614404394,6.9554749843213175,6.9554749843213175,6.089050031357363,7.636983322880878,1.0
38.908225977237294,179.75110095949077,147.84287498225348,1917.033653163596,7.917033653163596,1.0,9.917033653163596,8.082966346836404,9.336269225308767,8.082966346836404,1.0
65.07809258618009,174.46095370690995,139.2342777585403,1846.3487643633493,7.0,1.0,9.0,4.768256178183253,7.078092586180096,9.0,1.0
60.6236813669087,173.88159316545648,133.97890187053926,1124.7362733817406,6.376318633091297,1.0,9.623681366908702,9.0,6.989450935269624,9.623681366908702,1.0
53.47827447778447,170.47827447778448,131.24636169135061,2086.9542537025886,7.724636169135059,1.0,7.550727661729882,7.550727661729882,1.2753638308649409,6.826091492594823,1.0
56.01668810939829,178.32777063020058,131.96662378120342,1110.6475525167143,7.221295105033429,0.7787048949665714,9.221295105033429,9.221295105033429,3.770360840267429,9.221295105033429,1.0
57.22764388831497,174.78211511065197,136.19836689141414,1443.576977869605,7.554471222337006,1.0,8.445528777662993,6.227643888314969,5.326827334022037,9.554471222337007,1.0
64.20505070236766,178.57689401338786,142.9227281606545,1000.0,7.525631337795958,0.47436866220404206,7.423105986612126,7.423105986612126,4.102525351183831,7.423105986612126,1.0
63.51633524836242,171.72549712745638,133.3768939956331,882.7888250545861,7.0,0.413944125272931,4.311553002183448,4.311553002183448,1.413944125272931,4.311553002183448,1.0
54.4021930918544,175.60054827296358,131.2771489805893,1279.89034540728,7.0,1.0,8.44021930918544,8.160328963778161,3.1195613816291194,8.72010965459272,1.0
91.46240719532969,174.32234832380172,144.08238757148703,1133.8825838099137,7.669412919049568,0.3305870809504319,7.661174161900863,6.991761242851295,2.0,6.991761242851295,1.0
79.89379538857331,173.44753653775476,149.57773692816568,1355.2463462245232,7.0,1.0,6.86852192265286,6.86852192265286,4.841970769796187,8.289507307550954,1.0
61.21944288838311,178.62592385117748,137.00739080941986,979.6759518602814,7.203240481397185,1.0,8.390278555808445,8.59351903720563,2.609721444191556,8.59351903720563,1.0
53.8628134700499,173.05466580217495,139.78133679130025,1438.3704664250067,7.0,1.0,9.0,8.123259067149986,4.63022279855004,8.561629533574994,1.0
68.83291513706591,177.88329151370658,173.4643247675691,2766.583027413183,7.883291513706592,1.0,6.350125458880225,8.116708486293408,5.533166054826365,9.0,1.0
63.0,175.0,122.0,1000.0,6.5,0.0,0.0,6.0,6.0,5.0,1.0
76.00162180912935,174.61759935855503,122.0,1191.2003207224905,6.308799679277509,0.0,2.6768044901148667,6.382400641444981,3.705596151330114,5.0,1.0
56.03460429432223,177.61202338962917,127.22404677925833,2306.011694814583,7.806011694814583,0.0,6.0947212424680535,5.129325536790278,4.258651073580556,2.387976610370834,1.0
58.61133043543896,175.0,123.25390558987458,1626.9527949372912,6.813476397468646,0.0,4.388669564561038,6.626952794937291,8.507811179749165,6.253905589874583,1.0
92.66820710182972,175.0,122.80184343518458,1180.414772916532,6.9009217175922934,0.0,2.806452023146054,6.801843435184587,5.5990782824077066,6.603686870369174,1.0
51.10713040037042,175.0,123.62175494540404,1540.5849818013446,7.851462454503362,0.0,4.324679854410757,7.621754945404034,6.0,7.1623399272053785,1.0
52.150564995226375,179.74662781458846,131.49325562917693,1339.044843899176,6.839044843899176,0.0,4.068538126790111,6.0,4.643820624403297,5.678089687798352,1.0
